study_accession,sample_accession,sample_name,run_accession,read_count,fastq_ftp
PRJEB5224,SAMEA2338859,V1.UC22-1,ERR414489,19475193,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414489/ERR414489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414489/ERR414489_2.fastq.gz
PRJEB5224,SAMEA2338859,V1.UC22-1,ERR414490,21466666,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414490/ERR414490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414490/ERR414490_2.fastq.gz
PRJEB5224,SAMEA2338860,V1.UC38-4,ERR414491,22124152,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414491/ERR414491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414491/ERR414491_2.fastq.gz
PRJEB5224,SAMEA2338860,V1.UC38-4,ERR414492,24136488,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414492/ERR414492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414492/ERR414492_2.fastq.gz
PRJEB5224,SAMEA2338861,V1.UC39-4,ERR414493,25343113,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414493/ERR414493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414493/ERR414493_2.fastq.gz
PRJEB5224,SAMEA2338862,V1.UC40-1,ERR414494,17200357,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414494/ERR414494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414494/ERR414494_2.fastq.gz
PRJEB5224,SAMEA2338862,V1.UC40-1,ERR414495,15008443,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414495/ERR414495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414495/ERR414495_2.fastq.gz
PRJEB5224,SAMEA2338863,V1.UC47-4,ERR414496,31990822,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414496/ERR414496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414496/ERR414496_2.fastq.gz
PRJEB5224,SAMEA2338864,V1.UC54-4,ERR414497,34853974,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414497/ERR414497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414497/ERR414497_2.fastq.gz
PRJEB5224,SAMEA2338865,V1.UC56-1,ERR414498,782952,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414498/ERR414498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414498/ERR414498_2.fastq.gz
PRJEB5224,SAMEA2338865,V1.UC56-1,ERR414499,703908,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414499/ERR414499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414499/ERR414499_2.fastq.gz
PRJEB5224,SAMEA2338866,V1.UC58-4,ERR414500,35073507,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414500/ERR414500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414500/ERR414500_2.fastq.gz
PRJEB5224,SAMEA2338867,V1.UC59-0,ERR414501,23163416,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414501/ERR414501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414501/ERR414501_2.fastq.gz
PRJEB5224,SAMEA2338867,V1.UC59-0,ERR414502,21065991,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414502/ERR414502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414502/ERR414502_2.fastq.gz
PRJEB5224,SAMEA2338868,V1.UC59-4,ERR414503,1044430,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414503/ERR414503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414503/ERR414503_2.fastq.gz
PRJEB5224,SAMEA2338869,V1.UC60-0,ERR414504,14711286,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414504/ERR414504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414504/ERR414504_2.fastq.gz
PRJEB5224,SAMEA2338869,V1.UC60-0,ERR414505,5569156,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414505/ERR414505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414505/ERR414505_2.fastq.gz
PRJEB5224,SAMEA2338869,V1.UC60-0,ERR414506,14217836,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414506/ERR414506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414506/ERR414506_2.fastq.gz
PRJEB5224,SAMEA2338870,V1.UC63-0,ERR414507,16259757,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414507/ERR414507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414507/ERR414507_2.fastq.gz
PRJEB5224,SAMEA2338870,V1.UC63-0,ERR414508,6146163,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414508/ERR414508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414508/ERR414508_2.fastq.gz
PRJEB5224,SAMEA2338870,V1.UC63-0,ERR414509,16089728,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414509/ERR414509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414509/ERR414509_2.fastq.gz
PRJEB5224,SAMEA2338871,V1.UC64-0,ERR414510,31375801,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414510/ERR414510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414510/ERR414510_2.fastq.gz
PRJEB5224,SAMEA2338623,MH0192,ERR414511,870090,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414511/ERR414511.fastq.gz
PRJEB5224,SAMEA2338623,MH0192,ERR414512,236039,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414512/ERR414512.fastq.gz
PRJEB5224,SAMEA2338624,MH0221,ERR414513,821843,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414513/ERR414513.fastq.gz
PRJEB5224,SAMEA2338625,MH0222,ERR414514,901513,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414514/ERR414514.fastq.gz
PRJEB5224,SAMEA2338626,MH0234,ERR414515,1174659,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414515/ERR414515.fastq.gz
PRJEB5224,SAMEA2338627,MH0238,ERR414516,1427224,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414516/ERR414516.fastq.gz
PRJEB5224,SAMEA2338628,MH0245,ERR414517,1165298,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414517/ERR414517.fastq.gz
PRJEB5224,SAMEA2338629,MH0246,ERR414518,818009,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414518/ERR414518.fastq.gz
PRJEB5224,SAMEA2338629,MH0246,ERR414519,169757,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414519/ERR414519.fastq.gz
PRJEB5224,SAMEA2338630,MH0252,ERR414520,1251526,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414520/ERR414520.fastq.gz
PRJEB5224,SAMEA2338631,MH0259,ERR414521,1525804,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414521/ERR414521.fastq.gz
PRJEB5224,SAMEA2338632,MH0260,ERR414522,991520,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414522/ERR414522.fastq.gz
PRJEB5224,SAMEA2338633,MH0261,ERR414523,1099345,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414523/ERR414523.fastq.gz
PRJEB5224,SAMEA2338634,MH0262,ERR414524,1199483,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414524/ERR414524.fastq.gz
PRJEB5224,SAMEA2338635,MH0264,ERR414525,820259,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414525/ERR414525.fastq.gz
PRJEB5224,SAMEA2338636,MH0265,ERR414526,902895,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414526/ERR414526.fastq.gz
PRJEB5224,SAMEA2338637,MH0266,ERR414527,1107164,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414527/ERR414527.fastq.gz
PRJEB5224,SAMEA2338638,MH0268,ERR414528,1040859,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414528/ERR414528.fastq.gz
PRJEB5224,SAMEA2338639,MH0270,ERR414529,922093,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414529/ERR414529.fastq.gz
PRJEB5224,SAMEA2338640,MH0271,ERR414530,231668,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414530/ERR414530.fastq.gz
PRJEB5224,SAMEA2338640,MH0271,ERR414531,504453,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414531/ERR414531.fastq.gz
PRJEB5224,SAMEA2338641,MH0280,ERR414532,970590,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414532/ERR414532.fastq.gz
PRJEB5224,SAMEA2338642,MH0281,ERR414533,1006126,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414533/ERR414533.fastq.gz
PRJEB5224,SAMEA2338643,MH0283,ERR414534,212968,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414534/ERR414534.fastq.gz
PRJEB5224,SAMEA2338643,MH0283,ERR414535,703407,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414535/ERR414535.fastq.gz
PRJEB5224,SAMEA2338644,MH0284,ERR414536,1164190,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414536/ERR414536.fastq.gz
PRJEB5224,SAMEA2338645,MH0290,ERR414537,2163399,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414537/ERR414537.fastq.gz
PRJEB5224,SAMEA2338646,MH0293,ERR414538,1023923,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414538/ERR414538.fastq.gz
PRJEB5224,SAMEA2338646,MH0293,ERR414539,251698,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414539/ERR414539.fastq.gz
PRJEB5224,SAMEA2338647,MH0297,ERR414540,1548551,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414540/ERR414540.fastq.gz
PRJEB5224,SAMEA2338647,MH0297,ERR414541,155588,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414541/ERR414541.fastq.gz
PRJEB5224,SAMEA2338648,MH0298,ERR414542,1933868,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414542/ERR414542.fastq.gz
PRJEB5224,SAMEA2338649,MH0299,ERR414543,925831,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414543/ERR414543.fastq.gz
PRJEB5224,SAMEA2338650,MH0301,ERR414544,1915886,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414544/ERR414544.fastq.gz
PRJEB5224,SAMEA2338651,MH0303,ERR414545,1690706,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414545/ERR414545.fastq.gz
PRJEB5224,SAMEA2338652,MH0308,ERR414546,964153,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414546/ERR414546.fastq.gz
PRJEB5224,SAMEA2338653,MH0309,ERR414547,1982660,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414547/ERR414547.fastq.gz
PRJEB5224,SAMEA2338654,MH0310,ERR414548,860621,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414548/ERR414548.fastq.gz
PRJEB5224,SAMEA2338655,MH0311,ERR414549,1432873,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414549/ERR414549.fastq.gz
PRJEB5224,SAMEA2338656,MH0314,ERR414550,1864602,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414550/ERR414550.fastq.gz
PRJEB5224,SAMEA2338656,MH0314,ERR414551,145044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414551/ERR414551.fastq.gz
PRJEB5224,SAMEA2338657,MH0315,ERR414552,1660804,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414552/ERR414552.fastq.gz
PRJEB5224,SAMEA2338657,MH0315,ERR414553,286484,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414553/ERR414553.fastq.gz
PRJEB5224,SAMEA2338658,MH0319,ERR414554,904212,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414554/ERR414554.fastq.gz
PRJEB5224,SAMEA2338659,MH0323,ERR414555,937343,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414555/ERR414555.fastq.gz
PRJEB5224,SAMEA2338660,MH0325,ERR414556,1526571,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414556/ERR414556.fastq.gz
PRJEB5224,SAMEA2338661,MH0326,ERR414557,1043328,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414557/ERR414557.fastq.gz
PRJEB5224,SAMEA2338662,MH0327,ERR414558,1398015,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414558/ERR414558.fastq.gz
PRJEB5224,SAMEA2338663,MH0328,ERR414559,1369046,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414559/ERR414559.fastq.gz
PRJEB5224,SAMEA2338664,MH0329,ERR414560,1479279,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414560/ERR414560.fastq.gz
PRJEB5224,SAMEA2338665,MH0330,ERR414561,1188995,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414561/ERR414561.fastq.gz
PRJEB5224,SAMEA2338666,MH0332,ERR414562,863295,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414562/ERR414562.fastq.gz
PRJEB5224,SAMEA2338667,MH0334,ERR414563,1173572,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414563/ERR414563.fastq.gz
PRJEB5224,SAMEA2338668,MH0335,ERR414564,989179,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414564/ERR414564.fastq.gz
PRJEB5224,SAMEA2338669,MH0336,ERR414565,721917,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414565/ERR414565.fastq.gz
PRJEB5224,SAMEA2338670,MH0337,ERR414566,623351,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414566/ERR414566.fastq.gz
PRJEB5224,SAMEA2338670,MH0337,ERR414567,141599,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414567/ERR414567.fastq.gz
PRJEB5224,SAMEA2338671,MH0338,ERR414568,1215593,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414568/ERR414568.fastq.gz
PRJEB5224,SAMEA2338672,MH0339,ERR414569,1158710,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414569/ERR414569.fastq.gz
PRJEB5224,SAMEA2338673,MH0340,ERR414570,2011965,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414570/ERR414570.fastq.gz
PRJEB5224,SAMEA2338674,MH0341,ERR414571,1047273,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414571/ERR414571.fastq.gz
PRJEB5224,SAMEA2338675,MH0342,ERR414572,1096847,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414572/ERR414572.fastq.gz
PRJEB5224,SAMEA2338676,MH0343,ERR414573,1170763,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414573/ERR414573.fastq.gz
PRJEB5224,SAMEA2338677,MH0345,ERR414574,1268302,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414574/ERR414574.fastq.gz
PRJEB5224,SAMEA2338678,MH0346,ERR414575,1082411,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414575/ERR414575.fastq.gz
PRJEB5224,SAMEA2338679,MH0347,ERR414576,1152770,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414576/ERR414576.fastq.gz
PRJEB5224,SAMEA2338680,MH0348,ERR414577,1288601,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414577/ERR414577.fastq.gz
PRJEB5224,SAMEA2338681,MH0349,ERR414578,940729,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414578/ERR414578.fastq.gz
PRJEB5224,SAMEA2338682,MH0350,ERR414579,1241977,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414579/ERR414579.fastq.gz
PRJEB5224,SAMEA2338683,MH0351,ERR414580,1793108,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414580/ERR414580.fastq.gz
PRJEB5224,SAMEA2338683,MH0351,ERR414581,126383,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414581/ERR414581.fastq.gz
PRJEB5224,SAMEA2338684,MH0354,ERR414582,3346902,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414582/ERR414582.fastq.gz
PRJEB5224,SAMEA2338685,MH0355,ERR414583,1484927,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414583/ERR414583.fastq.gz
PRJEB5224,SAMEA2338686,MH0356,ERR414584,3457046,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414584/ERR414584.fastq.gz
PRJEB5224,SAMEA2338687,MH0357,ERR414585,879802,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414585/ERR414585.fastq.gz
PRJEB5224,SAMEA2338688,MH0358,ERR414586,980403,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414586/ERR414586.fastq.gz
PRJEB5224,SAMEA2338689,MH0359,ERR414587,818546,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414587/ERR414587.fastq.gz
PRJEB5224,SAMEA2338690,MH0360,ERR414588,1083195,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414588/ERR414588.fastq.gz
PRJEB5224,SAMEA2338691,MH0361,ERR414589,1130280,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414589/ERR414589.fastq.gz
PRJEB5224,SAMEA2338692,MH0362,ERR414590,1418005,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414590/ERR414590.fastq.gz
PRJEB5224,SAMEA2338693,MH0363,ERR414591,1415085,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414591/ERR414591.fastq.gz
PRJEB5224,SAMEA2338694,MH0364,ERR414592,1407495,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414592/ERR414592.fastq.gz
PRJEB5224,SAMEA2338695,MH0365,ERR414593,664055,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414593/ERR414593.fastq.gz
PRJEB5224,SAMEA2338696,MH0366,ERR414594,1353819,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414594/ERR414594.fastq.gz
PRJEB5224,SAMEA2338697,MH0367,ERR414595,1278669,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414595/ERR414595.fastq.gz
PRJEB5224,SAMEA2338698,MH0368,ERR414596,1030461,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414596/ERR414596.fastq.gz
PRJEB5224,SAMEA2338699,MH0369,ERR414597,1413889,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414597/ERR414597.fastq.gz
PRJEB5224,SAMEA2338700,MH0370,ERR414598,1260145,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414598/ERR414598.fastq.gz
PRJEB5224,SAMEA2338701,MH0371,ERR414599,1368302,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414599/ERR414599.fastq.gz
PRJEB5224,SAMEA2338702,MH0372,ERR414600,1184212,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414600/ERR414600.fastq.gz
PRJEB5224,SAMEA2338703,MH0373,ERR414601,1254071,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414601/ERR414601.fastq.gz
PRJEB5224,SAMEA2338704,MH0374,ERR414602,898207,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414602/ERR414602.fastq.gz
PRJEB5224,SAMEA2338705,MH0375,ERR414603,1819361,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414603/ERR414603.fastq.gz
PRJEB5224,SAMEA2338706,MH0376,ERR414604,882925,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414604/ERR414604.fastq.gz
PRJEB5224,SAMEA2338706,MH0376,ERR414605,174832,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414605/ERR414605.fastq.gz
PRJEB5224,SAMEA2338707,MH0377,ERR414606,1296441,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414606/ERR414606.fastq.gz
PRJEB5224,SAMEA2338708,MH0378,ERR414607,1202495,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414607/ERR414607.fastq.gz
PRJEB5224,SAMEA2338709,MH0379,ERR414608,1025941,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414608/ERR414608.fastq.gz
PRJEB5224,SAMEA2338710,MH0381,ERR414609,1171837,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414609/ERR414609.fastq.gz
PRJEB5224,SAMEA2338710,MH0381,ERR414610,367485,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414610/ERR414610.fastq.gz
PRJEB5224,SAMEA2338711,MH0382,ERR414611,1531817,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414611/ERR414611.fastq.gz
PRJEB5224,SAMEA2338712,MH0383,ERR414612,1387446,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414612/ERR414612.fastq.gz
PRJEB5224,SAMEA2338713,MH0384,ERR414613,1220147,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414613/ERR414613.fastq.gz
PRJEB5224,SAMEA2338714,MH0385,ERR414614,1129069,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414614/ERR414614.fastq.gz
PRJEB5224,SAMEA2338715,MH0386,ERR414615,1126094,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414615/ERR414615.fastq.gz
PRJEB5224,SAMEA2338716,MH0387,ERR414616,759701,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414616/ERR414616.fastq.gz
PRJEB5224,SAMEA2338717,MH0388,ERR414617,1118605,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414617/ERR414617.fastq.gz
PRJEB5224,SAMEA2338718,MH0389,ERR414618,1299882,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414618/ERR414618.fastq.gz
PRJEB5224,SAMEA2338719,MH0390,ERR414619,1067258,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414619/ERR414619.fastq.gz
PRJEB5224,SAMEA2338720,MH0391,ERR414620,801189,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414620/ERR414620.fastq.gz
PRJEB5224,SAMEA2338721,MH0392,ERR414621,1226696,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414621/ERR414621.fastq.gz
PRJEB5224,SAMEA2338722,MH0393,ERR414622,1269106,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414622/ERR414622.fastq.gz
PRJEB5224,SAMEA2338723,MH0394,ERR414623,1356922,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414623/ERR414623.fastq.gz
PRJEB5224,SAMEA2338724,MH0395,ERR414624,1258860,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414624/ERR414624.fastq.gz
PRJEB5224,SAMEA2338725,MH0396,ERR414625,1465684,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414625/ERR414625.fastq.gz
PRJEB5224,SAMEA2338726,MH0397,ERR414626,1576465,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414626/ERR414626.fastq.gz
PRJEB5224,SAMEA2338727,MH0398,ERR414627,1323265,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414627/ERR414627.fastq.gz
PRJEB5224,SAMEA2338728,MH0399,ERR414628,1255188,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414628/ERR414628.fastq.gz
PRJEB5224,SAMEA2338729,MH0400,ERR414629,1081972,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414629/ERR414629.fastq.gz
PRJEB5224,SAMEA2338730,MH0401,ERR414630,1969551,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414630/ERR414630.fastq.gz
PRJEB5224,SAMEA2338730,MH0401,ERR414631,132147,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414631/ERR414631.fastq.gz
PRJEB5224,SAMEA2338731,MH0402,ERR414632,1294192,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414632/ERR414632.fastq.gz
PRJEB5224,SAMEA2338732,O2.CD1-0,ERR414633,492693,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414633/ERR414633.fastq.gz
PRJEB5224,SAMEA2338733,O2.CD1-0-PT,ERR414634,472809,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414634/ERR414634.fastq.gz
PRJEB5224,SAMEA2338734,O2.CD2-0,ERR414635,973989,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414635/ERR414635.fastq.gz
PRJEB5224,SAMEA2338735,O2.CD2-0-PT,ERR414636,704436,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414636/ERR414636.fastq.gz
PRJEB5224,SAMEA2338736,O2.CD3-0-PT,ERR414637,1437712,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414637/ERR414637.fastq.gz
PRJEB5224,SAMEA2338738,O2.UC11-1,ERR414638,657425,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414638/ERR414638.fastq.gz
PRJEB5224,SAMEA2338737,O2.UC1-1,ERR414639,435515,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414639/ERR414639.fastq.gz
PRJEB5224,SAMEA2338739,O2.UC12-1,ERR414640,756342,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414640/ERR414640.fastq.gz
PRJEB5224,SAMEA2338740,O2.UC13-1,ERR414641,1010073,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414641/ERR414641.fastq.gz
PRJEB5224,SAMEA2338741,O2.UC14-1,ERR414642,590613,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414642/ERR414642.fastq.gz
PRJEB5224,SAMEA2338742,O2.UC15-0,ERR414643,703455,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414643/ERR414643.fastq.gz
PRJEB5224,SAMEA2338743,O2.UC15-1,ERR414644,458559,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414644/ERR414644.fastq.gz
