study_accession,sample_accession,sample_name,run_accession,read_count,fastq_ftp
PRJEB4336,SAMEA2158408,MH0109,ERR321356,2932756,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321356/ERR321356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321356/ERR321356_2.fastq.gz
PRJEB4336,SAMEA2158408,MH0109,ERR321357,2912637,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321357/ERR321357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321357/ERR321357_2.fastq.gz
PRJEB4336,SAMEA2158408,MH0109,ERR321358,5196764,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321358/ERR321358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321358/ERR321358_2.fastq.gz
PRJEB4336,SAMEA2147022,MH0110,ERR321359,17400574,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321359/ERR321359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321359/ERR321359_2.fastq.gz
PRJEB4336,SAMEA2147022,MH0110,ERR321360,4013060,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321360/ERR321360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321360/ERR321360_2.fastq.gz
PRJEB4336,SAMEA2147022,MH0110,ERR321361,1748116,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321361/ERR321361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321361/ERR321361_2.fastq.gz
PRJEB4336,SAMEA2147022,MH0110,ERR321362,1738343,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321362/ERR321362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321362/ERR321362_2.fastq.gz
PRJEB4336,SAMEA2147022,MH0110,ERR321363,3962701,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321363/ERR321363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321363/ERR321363_2.fastq.gz
PRJEB4336,SAMEA2147022,MH0110,ERR321364,4178247,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321364/ERR321364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321364/ERR321364_2.fastq.gz
PRJEB4336,SAMEA2146320,MH0111,ERR321365,20623902,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321365/ERR321365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321365/ERR321365_2.fastq.gz
PRJEB4336,SAMEA2146320,MH0111,ERR321366,4688081,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321366/ERR321366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321366/ERR321366_2.fastq.gz
PRJEB4336,SAMEA2146320,MH0111,ERR321367,5649783,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321367/ERR321367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321367/ERR321367_2.fastq.gz
PRJEB4336,SAMEA2146908,MH0113,ERR321368,18450755,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321368/ERR321368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321368/ERR321368_2.fastq.gz
PRJEB4336,SAMEA2146908,MH0113,ERR321369,3009157,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321369/ERR321369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321369/ERR321369_2.fastq.gz
PRJEB4336,SAMEA2146908,MH0113,ERR321370,3003472,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321370/ERR321370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321370/ERR321370_2.fastq.gz
PRJEB4336,SAMEA2146908,MH0113,ERR321371,3042386,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321371/ERR321371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321371/ERR321371_2.fastq.gz
PRJEB4336,SAMEA2147384,MH0114,ERR321372,19181825,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321372/ERR321372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321372/ERR321372_2.fastq.gz
PRJEB4336,SAMEA2147384,MH0114,ERR321373,2447804,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321373/ERR321373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321373/ERR321373_2.fastq.gz
PRJEB4336,SAMEA2147384,MH0114,ERR321374,2470847,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321374/ERR321374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321374/ERR321374_2.fastq.gz
PRJEB4336,SAMEA2147384,MH0114,ERR321375,2442262,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321375/ERR321375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321375/ERR321375_2.fastq.gz
PRJEB4336,SAMEA2147384,MH0114,ERR321376,4292012,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321376/ERR321376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321376/ERR321376_2.fastq.gz
PRJEB4336,SAMEA2163248,MH0115,ERR321377,19094821,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321377/ERR321377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321377/ERR321377_2.fastq.gz
PRJEB4336,SAMEA2163248,MH0115,ERR321378,5901906,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321378/ERR321378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321378/ERR321378_2.fastq.gz
PRJEB4336,SAMEA2163248,MH0115,ERR321379,2563217,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321379/ERR321379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321379/ERR321379_2.fastq.gz
PRJEB4336,SAMEA2154992,MH0116,ERR321380,17419959,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321380/ERR321380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321380/ERR321380_2.fastq.gz
PRJEB4336,SAMEA2154992,MH0116,ERR321381,3600802,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321381/ERR321381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321381/ERR321381_2.fastq.gz
PRJEB4336,SAMEA2154992,MH0116,ERR321382,1496771,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321382/ERR321382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321382/ERR321382_2.fastq.gz
PRJEB4336,SAMEA2154992,MH0116,ERR321383,1512326,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321383/ERR321383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321383/ERR321383_2.fastq.gz
PRJEB4336,SAMEA2154992,MH0116,ERR321384,3510425,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321384/ERR321384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321384/ERR321384_2.fastq.gz
PRJEB4336,SAMEA2154992,MH0116,ERR321385,3677971,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321385/ERR321385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321385/ERR321385_2.fastq.gz
PRJEB4336,SAMEA2160045,MH0117,ERR321386,20249298,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321386/ERR321386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321386/ERR321386_2.fastq.gz
PRJEB4336,SAMEA2160045,MH0117,ERR321387,3132666,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321387/ERR321387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321387/ERR321387_2.fastq.gz
PRJEB4336,SAMEA2160045,MH0117,ERR321388,3131346,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321388/ERR321388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321388/ERR321388_2.fastq.gz
PRJEB4336,SAMEA2160045,MH0117,ERR321389,3172974,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321389/ERR321389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321389/ERR321389_2.fastq.gz
PRJEB4336,SAMEA2142846,MH0118,ERR321390,19868466,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321390/ERR321390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321390/ERR321390_2.fastq.gz
PRJEB4336,SAMEA2142846,MH0118,ERR321391,4475663,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321391/ERR321391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321391/ERR321391_2.fastq.gz
PRJEB4336,SAMEA2142846,MH0118,ERR321392,5301421,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321392/ERR321392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321392/ERR321392_2.fastq.gz
PRJEB4336,SAMEA2154516,MH0119,ERR321393,31681595,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321393/ERR321393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321393/ERR321393_2.fastq.gz
PRJEB4336,SAMEA2156362,MH0120,ERR321394,20007131,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321394/ERR321394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321394/ERR321394_2.fastq.gz
PRJEB4336,SAMEA2156362,MH0120,ERR321395,3257084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321395/ERR321395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321395/ERR321395_2.fastq.gz
PRJEB4336,SAMEA2156362,MH0120,ERR321396,3305365,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321396/ERR321396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321396/ERR321396_2.fastq.gz
PRJEB4336,SAMEA2156362,MH0120,ERR321397,3407781,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321397/ERR321397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321397/ERR321397_2.fastq.gz
PRJEB4336,SAMEA2148265,MH0121,ERR321398,29697354,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321398/ERR321398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321398/ERR321398_2.fastq.gz
PRJEB4336,SAMEA2153010,MH0122,ERR321399,13793600,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321399/ERR321399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321399/ERR321399_2.fastq.gz
PRJEB4336,SAMEA2153010,MH0122,ERR321400,4139629,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321400/ERR321400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321400/ERR321400_2.fastq.gz
PRJEB4336,SAMEA2153010,MH0122,ERR321401,4324041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321401/ERR321401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321401/ERR321401_2.fastq.gz
PRJEB4336,SAMEA2153010,MH0122,ERR321402,4246951,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321402/ERR321402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321402/ERR321402_2.fastq.gz
PRJEB4336,SAMEA2153010,MH0122,ERR321403,4141465,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321403/ERR321403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321403/ERR321403_2.fastq.gz
PRJEB4336,SAMEA2158454,MH0123,ERR321404,14911261,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321404/ERR321404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321404/ERR321404_2.fastq.gz
PRJEB4336,SAMEA2158454,MH0123,ERR321405,4612957,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321405/ERR321405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321405/ERR321405_2.fastq.gz
PRJEB4336,SAMEA2158454,MH0123,ERR321406,4812295,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321406/ERR321406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321406/ERR321406_2.fastq.gz
PRJEB4336,SAMEA2158454,MH0123,ERR321407,4718090,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321407/ERR321407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321407/ERR321407_2.fastq.gz
PRJEB4336,SAMEA2158100,MH0124,ERR321408,12322172,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321408/ERR321408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321408/ERR321408_2.fastq.gz
PRJEB4336,SAMEA2158100,MH0124,ERR321409,3539585,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321409/ERR321409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321409/ERR321409_2.fastq.gz
PRJEB4336,SAMEA2158100,MH0124,ERR321410,3773500,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321410/ERR321410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321410/ERR321410_2.fastq.gz
PRJEB4336,SAMEA2158100,MH0124,ERR321411,3629934,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321411/ERR321411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321411/ERR321411_2.fastq.gz
PRJEB4336,SAMEA2158100,MH0124,ERR321412,4486518,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321412/ERR321412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321412/ERR321412_2.fastq.gz
PRJEB4336,SAMEA2147070,MH0125,ERR321413,16383716,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321413/ERR321413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321413/ERR321413_2.fastq.gz
PRJEB4336,SAMEA2147070,MH0125,ERR321414,4490785,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321414/ERR321414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321414/ERR321414_2.fastq.gz
PRJEB4336,SAMEA2147070,MH0125,ERR321415,4692954,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321415/ERR321415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321415/ERR321415_2.fastq.gz
PRJEB4336,SAMEA2147070,MH0125,ERR321416,4611890,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321416/ERR321416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321416/ERR321416_2.fastq.gz
PRJEB4336,SAMEA2152065,MH0126,ERR321417,16030090,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321417/ERR321417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321417/ERR321417_2.fastq.gz
PRJEB4336,SAMEA2152065,MH0126,ERR321418,3937824,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321418/ERR321418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321418/ERR321418_2.fastq.gz
PRJEB4336,SAMEA2152065,MH0126,ERR321419,4283572,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321419/ERR321419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321419/ERR321419_2.fastq.gz
PRJEB4336,SAMEA2152065,MH0126,ERR321420,4138269,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321420/ERR321420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321420/ERR321420_2.fastq.gz
PRJEB4336,SAMEA2162259,MH0127,ERR321421,15948245,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321421/ERR321421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321421/ERR321421_2.fastq.gz
PRJEB4336,SAMEA2162259,MH0127,ERR321422,3486140,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321422/ERR321422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321422/ERR321422_2.fastq.gz
PRJEB4336,SAMEA2162259,MH0127,ERR321423,3433248,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321423/ERR321423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321423/ERR321423_2.fastq.gz
PRJEB4336,SAMEA2162259,MH0127,ERR321424,3470569,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321424/ERR321424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321424/ERR321424_2.fastq.gz
PRJEB4336,SAMEA2163351,MH0128,ERR321425,15593363,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321425/ERR321425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321425/ERR321425_2.fastq.gz
PRJEB4336,SAMEA2163351,MH0128,ERR321426,4922985,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321426/ERR321426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321426/ERR321426_2.fastq.gz
PRJEB4336,SAMEA2163351,MH0128,ERR321427,5099984,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321427/ERR321427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321427/ERR321427_2.fastq.gz
PRJEB4336,SAMEA2163351,MH0128,ERR321428,4993573,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321428/ERR321428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321428/ERR321428_2.fastq.gz
PRJEB4336,SAMEA2160437,MH0129,ERR321429,18099633,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321429/ERR321429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321429/ERR321429_2.fastq.gz
PRJEB4336,SAMEA2160437,MH0129,ERR321430,3169904,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321430/ERR321430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321430/ERR321430_2.fastq.gz
PRJEB4336,SAMEA2160437,MH0129,ERR321431,3114199,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321431/ERR321431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321431/ERR321431_2.fastq.gz
PRJEB4336,SAMEA2160437,MH0129,ERR321432,3149501,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321432/ERR321432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321432/ERR321432_2.fastq.gz
PRJEB4336,SAMEA2144578,MH0130,ERR321433,18487130,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321433/ERR321433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321433/ERR321433_2.fastq.gz
PRJEB4336,SAMEA2144578,MH0130,ERR321434,3653017,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321434/ERR321434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321434/ERR321434_2.fastq.gz
PRJEB4336,SAMEA2144578,MH0130,ERR321435,3992714,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321435/ERR321435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321435/ERR321435_2.fastq.gz
PRJEB4336,SAMEA2144578,MH0130,ERR321436,3856494,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321436/ERR321436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321436/ERR321436_2.fastq.gz
PRJEB4336,SAMEA2159102,MH0131,ERR321437,30580215,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321437/ERR321437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321437/ERR321437_2.fastq.gz
PRJEB4336,SAMEA2154452,MH0132,ERR321438,18547060,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321438/ERR321438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321438/ERR321438_2.fastq.gz
PRJEB4336,SAMEA2154452,MH0132,ERR321439,3879217,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321439/ERR321439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321439/ERR321439_2.fastq.gz
PRJEB4336,SAMEA2154452,MH0132,ERR321440,3764578,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321440/ERR321440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321440/ERR321440_2.fastq.gz
PRJEB4336,SAMEA2154452,MH0132,ERR321441,3799022,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321441/ERR321441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321441/ERR321441_2.fastq.gz
PRJEB4336,SAMEA2142848,MH0133,ERR321442,18330287,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321442/ERR321442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321442/ERR321442_2.fastq.gz
PRJEB4336,SAMEA2142848,MH0133,ERR321443,3794050,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321443/ERR321443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321443/ERR321443_2.fastq.gz
PRJEB4336,SAMEA2142848,MH0133,ERR321444,3720900,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321444/ERR321444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321444/ERR321444_2.fastq.gz
PRJEB4336,SAMEA2142848,MH0133,ERR321445,3756877,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321445/ERR321445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321445/ERR321445_2.fastq.gz
PRJEB4336,SAMEA2144525,MH0134,ERR321446,18630847,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321446/ERR321446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321446/ERR321446_2.fastq.gz
PRJEB4336,SAMEA2144525,MH0134,ERR321447,3148119,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321447/ERR321447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321447/ERR321447_2.fastq.gz
PRJEB4336,SAMEA2144525,MH0134,ERR321448,3193015,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321448/ERR321448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321448/ERR321448_2.fastq.gz
PRJEB4336,SAMEA2144525,MH0134,ERR321449,3294826,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321449/ERR321449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321449/ERR321449_2.fastq.gz
PRJEB4336,SAMEA2158521,MH0135,ERR321450,18551125,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321450/ERR321450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321450/ERR321450_2.fastq.gz
PRJEB4336,SAMEA2158521,MH0135,ERR321451,2914615,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321451/ERR321451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321451/ERR321451_2.fastq.gz
PRJEB4336,SAMEA2158521,MH0135,ERR321452,3011671,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321452/ERR321452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321452/ERR321452_2.fastq.gz
PRJEB4336,SAMEA2158521,MH0135,ERR321453,3093090,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321453/ERR321453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321453/ERR321453_2.fastq.gz
PRJEB4336,SAMEA2155636,MH0136,ERR321454,17290734,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321454/ERR321454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321454/ERR321454_2.fastq.gz
PRJEB4336,SAMEA2155636,MH0136,ERR321455,3769695,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321455/ERR321455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321455/ERR321455_2.fastq.gz
PRJEB4336,SAMEA2155636,MH0136,ERR321456,4103548,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321456/ERR321456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321456/ERR321456_2.fastq.gz
PRJEB4336,SAMEA2155636,MH0136,ERR321457,3956301,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321457/ERR321457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321457/ERR321457_2.fastq.gz
PRJEB4336,SAMEA2162200,MH0137,ERR321458,13040562,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321458/ERR321458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321458/ERR321458_2.fastq.gz
PRJEB4336,SAMEA2162200,MH0137,ERR321459,4452201,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321459/ERR321459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321459/ERR321459_2.fastq.gz
